x,y,z,id
292.9796233610,618.0501985861,170.5035151017,222.0000000000
9.9030920405,631.3563548999,167.0353410374,223.0000000000
68.3672174318,650.9592822186,167.1188867064,224.0000000000
377.0795083166,669.8764129044,169.1698653506,225.0000000000
331.5422060891,675.7570571055,167.6478311880,226.0000000000
127.5269765393,677.5876115211,168.1100184098,227.0000000000
177.2556621739,684.9677754421,167.6845642919,228.0000000000
163.7092478573,714.7053243875,168.5583354976,229.0000000000
453.4538030827,722.7372343504,168.6027951287,230.0000000000
48.6946056723,800.1281865216,168.2290371006,231.0000000000
43.9109466161,850.7326553384,168.9941240207,232.0000000000
644.4652729787,853.2499747791,168.3465171418,233.0000000000
403.8808827430,885.6695467034,168.1275221568,234.0000000000
94.3796157963,905.8071362490,169.0354272861,235.0000000000
172.3143130493,907.2276244726,167.4410555066,236.0000000000
393.6179483899,973.1081438717,167.1436145463,237.0000000000
124.0200153376,994.1216595059,170.9636191431,238.0000000000
306.7295198244,1020.6860982302,168.2532191365,239.0000000000
162.1239327175,1089.8954569541,168.6067992723,240.0000000000
109.6454387816,1107.0606241808,167.3163893271,241.0000000000
453.6351621876,1181.3513520141,178.5315965892,242.0000000000
320.4852021381,111.4860991881,170.1405701534,243.0000000000
270.2968771388,250.5298446473,171.0090103515,244.0000000000
72.8875480470,258.3183686773,171.0340244909,245.0000000000
188.1111543164,382.2635540482,169.9643228037,246.0000000000
161.2149849724,411.1945993726,169.7875132886,247.0000000000
60.1814216609,517.8476072493,169.4472546983,248.0000000000
98.1803664756,564.5784674331,169.8942117494,249.0000000000
128.0002962283,578.6281142761,168.7700384024,250.0000000000
19.9733585184,614.6351371925,171.2703516446,251.0000000000
7.1126801826,649.1324381980,170.2544520713,252.0000000000
68.2901979802,657.8169885444,170.5949100932,253.0000000000
343.4237194972,663.4559634161,172.3192631393,254.0000000000
104.7930716359,694.7610176968,171.1886715353,255.0000000000
403.0346362269,729.4607891400,171.2427280819,256.0000000000
195.3909776321,740.2436772079,170.8384111068,257.0000000000
28.4655797782,761.5055321991,169.7605739912,258.0000000000
155.2521744691,821.6869449646,166.3343229048,259.0000000000
98.6818180377,826.9518529237,167.9662327937,260.0000000000
200.5665599734,827.8163590048,169.5852958648,261.0000000000
203.5888407913,848.5789664313,172.6078842985,262.0000000000
324.8879598898,860.8675422557,170.0302091332,263.0000000000
405.0653953452,871.6185625438,170.7716960337,264.0000000000
116.8162483188,879.6863846896,171.0255017463,265.0000000000
90.6213710297,972.1170463787,168.7050313876,266.0000000000
405.9012399703,996.1858252769,169.1352042480,267.0000000000
57.0106083856,1026.7931581803,170.9502699631,268.0000000000
333.9870131062,1069.2901616925,173.1080797173,269.0000000000
292.4500010607,1248.0173516422,168.1495438854,270.0000000000
426.8095817444,245.9317948087,172.3151952543,271.0000000000
54.3154241344,258.1455929755,172.3609067060,272.0000000000
152.0655687216,310.5175483154,172.7085976742,273.0000000000
65.1458938866,329.3382106499,174.2562872813,274.0000000000
213.0273909013,356.3712385721,172.6761664152,275.0000000000
65.7761144167,416.2446907794,173.1211614875,276.0000000000
98.7772393074,455.2290162233,172.8201078432,277.0000000000
284.1964912297,457.3491194307,172.0150534229,278.0000000000
89.8707285193,459.8846879324,171.6418828680,279.0000000000
26.0570779163,489.4660692190,171.0909983647,280.0000000000
240.7269954796,514.0144355055,173.1812872040,281.0000000000
20.6560417810,529.8622431478,172.5270866630,282.0000000000
99.7923288850,570.8662738515,172.2780692727,283.0000000000
158.9213594527,579.5725049932,170.4473798113,284.0000000000
478.3446718767,596.8464222246,173.4872681114,285.0000000000
142.6369387896,597.5446627687,184.7991041461,286.0000000000
517.7628410630,626.8520672114,169.8637715714,287.0000000000
22.6947334639,629.5440926734,176.6600373898,288.0000000000
95.0912570393,652.2197470754,172.8594098895,289.0000000000
257.3172243621,672.9245671701,176.2714055173,290.0000000000
87.1700430103,675.3697515904,173.9608906137,291.0000000000
153.8299256895,686.5183957146,172.5583770230,292.0000000000
231.0471040316,686.8092989064,172.1423834430,293.0000000000
269.2512115539,695.3321890880,173.0228097658,294.0000000000
121.1931970430,710.4977256548,174.9644164562,295.0000000000
382.2692493083,713.9660261715,173.5550630742,296.0000000000
98.3590469630,718.5122636978,172.7857174923,297.0000000000
58.8175058686,750.3630250454,172.3366221297,298.0000000000
402.3757399439,752.4530852511,172.7102499329,299.0000000000
383.5160311274,774.7008081969,171.2780501826,300.0000000000
575.2599123130,777.5924768493,171.9125813155,301.0000000000
389.0789424664,779.3010422929,173.7301190829,302.0000000000
564.9451216630,787.5369629908,176.5101942157,303.0000000000
31.3666377683,798.2518652249,171.8044259878,304.0000000000
181.3198756477,821.9582753516,172.0748651792,305.0000000000
774.6677815700,866.1032855334,172.0960035231,306.0000000000
10.4388257638,885.8570272502,172.2960795879,307.0000000000
522.6087693270,888.2826438369,171.0837686105,308.0000000000
145.9978011644,896.6305936689,172.7397402851,309.0000000000
187.3965956413,934.7498971077,171.5615868643,310.0000000000
397.6851134168,1060.9404429695,176.5743688844,311.0000000000
362.3990569050,1070.1522549995,172.7547377238,312.0000000000
391.4132272172,1073.8935540120,174.6766503667,313.0000000000
7.4909816760,1079.6833383826,171.6818307680,314.0000000000
254.8293503440,1266.6634341320,169.5165860484,315.0000000000
329.9853916147,157.0557146005,173.5689704554,316.0000000000
67.3186820644,249.9805722960,174.7504970534,317.0000000000
66.2417241090,307.3922007504,173.8080007672,318.0000000000
257.1243821644,361.3276827218,174.1523929856,319.0000000000
496.4403085443,363.8066317812,174.8808468957,320.0000000000
353.1083923686,375.5657516823,177.9493702088,321.0000000000
334.2562445178,393.1406256751,174.4138400739,322.0000000000
263.8917477062,414.1219511216,174.8506100149,323.0000000000
148.4405906619,421.0047131071,173.7406802211,324.0000000000
211.5174474558,429.5669096440,174.0267196299,325.0000000000
165.3032108045,441.2088230445,176.5937636390,326.0000000000
93.3916624303,445.8978435352,174.4170405914,327.0000000000
180.6248353435,446.0669079414,174.0581753523,328.0000000000
416.7622885219,482.8446165206,174.0367220005,329.0000000000
145.6903455796,502.4861019438,180.8629707091,330.0000000000
248.7025155092,508.1629496623,174.7133511588,331.0000000000
143.7475754415,513.3325823113,174.8043356572,332.0000000000
178.2924815619,535.4974270121,173.5710442981,333.0000000000
416.0852670890,536.1391690252,174.5396884899,334.0000000000
339.2997364420,541.1747886896,174.8340401018,335.0000000000
33.6691088854,554.1165567594,175.0104837011,336.0000000000
102.3419488385,567.9136887532,160.9708014754,337.0000000000
53.6743438066,586.0994455380,173.6785267832,338.0000000000
263.9334106360,586.3330016299,176.4741024753,339.0000000000
12.0489233411,592.2213093945,174.4499457048,340.0000000000
392.0748977452,594.3849142295,174.7267866192,341.0000000000
44.9153911901,598.3584969637,174.0506480558,342.0000000000
312.8925325752,601.1010019419,173.3533400180,343.0000000000
93.4687036326,601.6060010752,178.4865693148,344.0000000000
227.8302562554,630.7628164853,175.6738785509,345.0000000000
95.6356121314,645.9062933414,173.8619553277,346.0000000000
190.1234755016,645.4164142496,173.9145123658,347.0000000000
156.9360231949,655.4681107370,173.7944405846,348.0000000000
809.1552982419,661.0355326017,175.0234960289,349.0000000000
227.4062425393,677.8668267318,174.3512791142,350.0000000000
438.2494139819,682.3191505535,173.7386555151,351.0000000000
15.4864331214,683.6696440739,173.2610664587,352.0000000000
111.8777890582,692.3378151309,171.7490507958,353.0000000000
7.6740559627,712.1329407062,172.4806446496,354.0000000000
528.2015347440,723.6892795865,176.9300348986,355.0000000000
321.7948295772,726.3365653646,174.3275760662,356.0000000000
49.9595192398,727.8136557157,174.8407156179,357.0000000000
80.3589380634,735.4779241474,175.6287189661,358.0000000000
304.3704713835,750.4979648490,171.6389107062,359.0000000000
408.4877170559,753.7645985318,174.0500860753,360.0000000000
436.2179459173,765.7927921527,175.0793213150,361.0000000000
390.8842739778,766.9771847073,174.6976314708,362.0000000000
173.1458680681,798.3726825219,175.6307320601,363.0000000000
487.8215000195,803.5119069304,173.5024821170,364.0000000000
241.2015115281,810.8906351306,173.7838394652,365.0000000000
487.1153761703,844.0247350102,175.7935967611,366.0000000000
240.5650236295,846.6774616021,173.9496691871,367.0000000000
62.5219619350,851.9911492311,165.2540093973,368.0000000000
283.6805417822,851.7546023762,173.3831815182,369.0000000000
420.9763153037,886.1717690143,173.9784135702,370.0000000000
227.4189066521,886.3409747242,173.2923467409,371.0000000000
434.1777839661,886.2094160653,173.2086601820,372.0000000000
345.0063249193,908.1466827121,173.8740827708,373.0000000000
130.0607609787,916.2736820754,174.1239738583,374.0000000000
45.4378112621,1049.5373337192,175.9873378796,375.0000000000
1099.0846328493,1095.4212732665,176.1754505579,376.0000000000
86.9389893234,1140.0598976630,174.2205004462,377.0000000000
39.0304034373,1175.9783422155,172.3875324922,378.0000000000
88.3065926619,180.2606020893,176.5342092401,379.0000000000
163.2526325081,196.7139317311,175.8559802583,380.0000000000
223.4408555726,234.2333178388,176.5181833096,381.0000000000
142.6722292237,235.5874975466,175.3802563327,382.0000000000
255.8937445323,236.3243907432,176.9376629533,383.0000000000
18.1921077406,318.1156223849,175.0185627947,384.0000000000
221.2410261889,327.0107503976,175.6211162779,385.0000000000
12.2593683479,337.1184878852,169.7749359491,386.0000000000
160.9001968497,349.0144012367,176.8386814493,387.0000000000
298.3194886948,455.2025941136,177.0331433753,388.0000000000
75.9061017976,474.0677560089,176.6703696223,389.0000000000
289.5332151296,485.6297510578,175.8171309880,390.0000000000
26.5269041032,503.5879538635,173.9887256621,391.0000000000
444.7845163874,503.9044124783,176.7555616589,392.0000000000
106.2699892109,527.2005992291,178.5359389547,393.0000000000
361.9769148565,536.4695548360,175.9477140970,394.0000000000
221.0115153311,545.4436368686,176.2080679406,395.0000000000
283.7981420650,562.6156913497,175.2597234374,396.0000000000
43.6608152012,572.9980068554,175.8267858917,397.0000000000
368.0692283691,577.0290413216,179.1244950164,398.0000000000
110.2388791655,588.9439393727,176.2352482298,399.0000000000
96.6219166896,591.4273469017,176.4454310107,400.0000000000
143.0470311729,591.9286956687,176.1753019285,401.0000000000
32.3453946361,598.3590790450,178.0305375280,402.0000000000
158.0123823029,610.0829665343,176.7449423331,403.0000000000
244.9371718419,611.3223806461,176.5222452102,404.0000000000
278.3739708024,645.7705820857,175.4723767564,405.0000000000
142.3094856411,648.3576368478,175.6408700733,406.0000000000
357.2224178170,708.8684562351,178.4624437802,407.0000000000
13.0557242888,717.2885908096,173.4920600188,408.0000000000
370.9757947821,731.9659006055,176.4020116105,409.0000000000
91.4394612667,788.4771592219,176.9975373774,410.0000000000
115.2651094295,789.4927490974,176.1399636935,411.0000000000
175.9623291743,819.8875100917,175.3135412844,412.0000000000
159.7909597523,827.2390810239,175.4929073041,413.0000000000
131.4308865737,829.9052306676,175.8497432135,414.0000000000
422.5888255328,833.0358407868,175.8426057177,415.0000000000
155.1665629991,841.4891397298,175.8135177492,416.0000000000
137.2419627752,844.0524104625,175.3444224586,417.0000000000
427.7790370905,847.3323056689,175.2119553694,418.0000000000
128.7834007798,857.5363662508,178.8028874889,419.0000000000
332.0788059017,857.5227849616,173.0270624995,420.0000000000
273.2922430377,869.8416007612,176.4004155433,421.0000000000
302.4437868576,875.0452375737,176.4155387064,422.0000000000
459.2611564447,881.4963168252,176.0255384279,423.0000000000
405.3454607022,914.9868668687,175.9648705915,424.0000000000
67.7995762550,919.1180190876,176.3090666158,425.0000000000
435.3360624163,930.7468629622,176.1927887233,426.0000000000
526.7021950883,937.4009784002,175.8318571851,427.0000000000
280.3568357683,942.5374907741,176.9414604812,428.0000000000
146.4060794361,948.4758098713,173.2791064826,429.0000000000
544.5762266728,962.7277073725,190.7138384304,430.0000000000
100.7879822699,996.2100387065,176.8425243823,431.0000000000
630.4184963144,1041.0579392136,178.7224145900,432.0000000000
245.1784693001,1060.6800961829,176.2919605589,433.0000000000
445.1303622836,1062.2395035116,176.7468981891,434.0000000000
555.9943656508,1112.6475476461,175.9466702807,435.0000000000
140.9880642362,1129.5355958404,177.1335050927,436.0000000000
6.1275638497,1140.6995161368,176.6988600837,437.0000000000
122.9040725806,1234.2416966501,176.4216885265,438.0000000000
51.9337464920,55.1581711880,178.2132834425,439.0000000000
65.4273184503,132.1993441626,177.6501786955,440.0000000000
266.5466471319,149.8480759518,178.0082298109,441.0000000000
397.7136135295,171.4852496566,177.6974848371,442.0000000000
6.2702607614,289.0015243540,177.7683203193,443.0000000000
71.1503541448,291.5855967996,177.0359099918,444.0000000000
377.4829178778,347.8590078602,177.3675441110,445.0000000000
181.8567022741,355.0427166819,176.9557443148,446.0000000000
6.9251088405,371.2445357619,179.0972266294,447.0000000000
86.1897491991,398.7403136674,179.1733301094,448.0000000000
344.5775978870,416.3928215412,178.6187972315,449.0000000000
165.0957429828,418.7274266790,177.5589626654,450.0000000000
358.0482430588,442.0303062353,177.5267394958,451.0000000000
25.8560181766,455.6796130255,177.3840200392,452.0000000000
417.1685013909,503.6142703855,178.9366667871,453.0000000000
34.4573075860,527.6922988294,177.5362732576,454.0000000000
414.4417619107,543.2717737333,178.2634851706,455.0000000000
408.3918522247,544.1562885041,178.1978167013,456.0000000000
244.6176487827,546.4729425980,177.5667282399,457.0000000000
252.0658831645,573.5164111711,178.4657258859,458.0000000000
367.6612853782,585.5967580237,178.1685706705,459.0000000000
8.2352810416,586.9757081613,177.8530221234,460.0000000000
131.8983175852,597.2763525661,177.3448404607,461.0000000000
10.3694864517,603.6050571457,177.6428859375,462.0000000000
211.5782518459,616.4988138970,178.3247698999,463.0000000000
360.1361654890,650.0753287988,177.2664597504,464.0000000000
216.5215586732,663.8285269355,175.7663921136,465.0000000000
105.0736333550,682.5142791253,176.1319309391,466.0000000000
76.1825598369,692.4107712538,167.1299762147,467.0000000000
51.3297533296,708.1897266689,178.5904988852,468.0000000000
208.2247525384,726.2996856101,177.9153766484,469.0000000000
68.0751875834,746.6310193063,176.9100170681,470.0000000000
245.1561571181,754.1231186911,180.0412657241,471.0000000000
574.2040727455,756.2128847919,178.9439114596,472.0000000000
230.8002996466,763.6764144668,177.2756765745,473.0000000000
475.4648675721,771.2388864991,178.5964656618,474.0000000000
117.9270034829,773.7688807496,180.3617067182,475.0000000000
463.7583717839,773.4393293310,177.8671526587,476.0000000000
208.9259861083,804.7839289979,178.5269243091,477.0000000000
364.7061076068,811.5095687357,177.6583370661,478.0000000000
268.1785928313,826.5032314942,179.4469593234,479.0000000000
268.2717910926,846.9529331845,190.6345947043,480.0000000000
638.3667423482,855.9895048684,175.4240679636,481.0000000000
491.7965835262,859.5958367605,180.8349955877,482.0000000000
396.5925808704,878.2697544160,179.0317446532,483.0000000000
434.7821673775,901.1225076799,178.3525008202,484.0000000000
86.5828996624,903.7992509478,179.1310170518,485.0000000000
465.1410168418,914.2745049415,178.6581749082,486.0000000000
709.7518744113,918.3176520452,177.5749461787,487.0000000000
393.0405356676,947.4609171675,177.8233852203,488.0000000000
183.5183933922,954.4290322865,177.7828766612,489.0000000000
46.9422214651,955.1247454855,177.7254514480,490.0000000000
288.0742311490,962.4704787159,180.9391144085,491.0000000000
348.5375693098,977.1050524045,178.1526088215,492.0000000000
476.0099501814,977.9260618734,178.3481851810,493.0000000000
437.5102882249,1092.8018897369,178.2957772451,494.0000000000
176.6125940921,1097.4981565792,177.7768229705,495.0000000000
382.6982894196,1151.9235794848,178.4491050995,496.0000000000
