x,y,z,id
155.6998961080,257.8644374011,162.7906338007,103.0000000000
40.3597927261,353.2779951473,161.2926185006,104.0000000000
142.5021286731,370.2220754717,160.9321373337,105.0000000000
111.7834233984,399.2387895647,162.7680119979,106.0000000000
159.6732840593,430.2733050502,161.3186190282,107.0000000000
230.7727076634,431.7516974676,162.6996761606,108.0000000000
193.3751596144,479.9253208163,161.5133925994,109.0000000000
91.5765091712,521.0335158822,162.0361510076,110.0000000000
226.6064432990,561.4848402062,160.6235477009,111.0000000000
377.5749197273,580.5388805806,161.9318781614,112.0000000000
199.0278195290,677.0515532701,162.8202414151,113.0000000000
74.5010891681,689.8336176755,161.9431784240,114.0000000000
212.3462621704,690.7266412816,162.4049461480,115.0000000000
245.2860288720,713.7029581600,161.8805426420,116.0000000000
68.4107390646,852.3377553299,161.5283504019,117.0000000000
330.4436053564,861.8544042508,162.8060863031,118.0000000000
350.7116970512,909.8217272956,162.2518132684,119.0000000000
398.4168914070,975.0144003777,161.0502990242,120.0000000000
121.3766500900,1066.4356562288,161.0955051206,121.0000000000
258.9915246661,1270.1147062832,162.6127782513,122.0000000000
246.5924422825,367.9745193220,164.4564389091,123.0000000000
38.2677298831,454.1118023176,164.7864907363,124.0000000000
63.6774663829,539.7727691727,164.0980151545,125.0000000000
13.6380207195,597.2989738602,163.3097142691,126.0000000000
47.0640251096,657.7481564472,163.1079481633,127.0000000000
110.6641657221,682.6541456545,164.8499849638,128.0000000000
424.1934254503,704.8767312839,166.5705338759,129.0000000000
52.1112235822,709.9950501885,164.1340416392,130.0000000000
226.5823386574,781.1552077562,164.2166951533,131.0000000000
191.4638900717,791.4459476078,164.9825926998,132.0000000000
96.4774280753,973.4893232996,164.0477761698,133.0000000000
276.5226721874,978.2790211606,164.6348570681,134.0000000000
290.4263190021,115.3614891399,167.1638222236,135.0000000000
296.5836725531,116.5520307140,166.2424884305,136.0000000000
49.8717040737,139.3560523074,166.8711733669,137.0000000000
188.5993226445,351.3901830515,165.8158882650,138.0000000000
91.2685598102,380.5648220942,167.3249423117,139.0000000000
15.2400773299,393.4886316164,166.8864198628,140.0000000000
304.0037507778,408.9060923530,166.9813219802,141.0000000000
147.8423230876,464.4056263275,166.2321093202,142.0000000000
269.6779485774,584.6598275001,168.6088721226,143.0000000000
200.2512413939,586.7230258438,166.5984479646,144.0000000000
11.3932719459,590.0115015776,164.9427383349,145.0000000000
357.9452550834,596.7595953631,168.4486603381,146.0000000000
266.3342120798,605.3759164207,166.1349794831,147.0000000000
69.0334222572,623.4413111501,166.2119987603,148.0000000000
195.3142635932,631.0970772479,165.6586896592,149.0000000000
50.5453383213,637.6940946922,166.2246208936,150.0000000000
27.5494453472,698.1255931050,163.6594563490,151.0000000000
272.6971135358,705.4939905387,166.5001780355,152.0000000000
195.3107075182,735.4847536520,165.6243457688,153.0000000000
34.5871500603,762.0908003217,166.6677328549,154.0000000000
235.6413408823,769.7443954797,166.8486581344,155.0000000000
104.3747705680,827.1071250131,168.6280929346,156.0000000000
182.7254707498,872.9913405481,166.0805691438,157.0000000000
410.6014706594,873.2684470417,165.8341228950,158.0000000000
46.5742918152,885.6886040519,166.3678930308,159.0000000000
393.4722063384,937.8429676294,166.6066374990,160.0000000000
404.8732699552,982.5604053812,165.5636073742,161.0000000000
251.8400705600,1114.0390162699,166.0520180396,162.0000000000
137.8815241708,1127.8685442162,163.4274692213,163.0000000000
415.2946318127,1128.4190517683,166.6017426961,164.0000000000
72.5086060180,130.6307931883,168.5723471284,165.0000000000
160.1583437165,211.1450926232,168.5851142834,166.0000000000
21.2744570197,322.8653381736,173.1365507066,167.0000000000
23.4846041828,366.5815387297,168.9561321973,168.0000000000
47.1078831140,371.0103827794,169.7055543163,169.0000000000
58.3644266782,409.1164769706,168.6014611189,170.0000000000
208.7918269231,505.5928862544,167.8563641220,171.0000000000
219.5252500985,524.1226007318,167.9306726710,172.0000000000
45.5288771611,532.5719736307,168.5032471306,173.0000000000
259.9208662960,547.6051223395,168.4483577849,174.0000000000
268.6325550330,559.9209961307,168.2250610155,175.0000000000
289.7780392023,581.4399532423,169.1145515067,176.0000000000
71.9811826370,638.0476301770,165.6653761006,177.0000000000
271.5863287756,645.1909339377,168.7113707892,178.0000000000
78.0249197985,661.3682007689,166.6298211116,179.0000000000
222.4152969285,663.8229278627,177.0241940318,180.0000000000
210.9432969705,710.1738737644,168.0378984186,181.0000000000
386.7293840686,733.9073474123,167.3368188138,182.0000000000
151.0499603974,734.7029216203,169.1929919718,183.0000000000
15.6157875943,755.2607329681,168.2351510202,184.0000000000
179.6758837764,769.1963026942,168.0076428238,185.0000000000
124.8333564521,773.9750869927,167.8678662016,186.0000000000
48.5797533971,862.8590337192,168.3251724444,187.0000000000
40.6041852470,874.5362366148,170.7941093907,188.0000000000
23.5165837557,977.6474743605,167.2929388188,189.0000000000
433.0512918714,983.6735693202,167.0024847273,190.0000000000
444.1180331768,993.9330353113,167.5380455774,191.0000000000
34.8294405302,1038.7829875169,169.1032329249,192.0000000000
302.6555454483,1081.2344214004,168.6059924750,193.0000000000
166.9725657456,1092.0355473781,169.1518362254,194.0000000000
11.8081154818,1100.0482800855,166.9607746929,195.0000000000
296.1982004568,1251.9487647820,166.9804218574,196.0000000000
77.9401729019,162.5743983822,171.5708796764,197.0000000000
13.0991784371,203.7961504388,174.3743060116,198.0000000000
14.3919255343,303.8072330611,169.8549642012,199.0000000000
290.8553714817,327.4535319294,169.1492553799,200.0000000000
91.3996348819,395.3874689132,171.0460251497,201.0000000000
140.6766487333,426.9594016968,170.7840807197,202.0000000000
36.2770042521,434.5906875907,169.3023834580,203.0000000000
613.8806264390,459.3039859939,169.4471731901,204.0000000000
65.7290161757,517.1630612170,170.6741059077,205.0000000000
350.4205605474,520.4222438381,169.9119610914,206.0000000000
179.1516453328,535.5755350714,169.9179510106,207.0000000000
334.1894800039,555.0010287049,169.7437773669,208.0000000000
114.0660757842,624.0783349805,171.0418453875,209.0000000000
392.6411359303,641.5154565816,170.6062989531,210.0000000000
133.8020679290,676.8933252299,171.1293183795,211.0000000000
138.1233924602,702.2399254841,172.1846614176,212.0000000000
120.7416492537,707.4454029851,170.1984590037,213.0000000000
57.4056411986,708.1730179835,171.7898226800,214.0000000000
459.7984948284,723.0405980471,170.0573674349,215.0000000000
316.5622723714,736.9395885990,169.2717483344,216.0000000000
21.0427067877,745.8573212062,169.5947801467,217.0000000000
389.1588748552,775.2464866803,170.2627543985,218.0000000000
579.8998931306,787.2949293636,178.8899599199,219.0000000000
206.3116309839,828.5168198220,169.8676243170,220.0000000000
48.9645100322,851.6454318760,169.4938328376,221.0000000000
123.4828034667,879.7324024331,170.7746317131,222.0000000000
536.8869271342,894.8098769291,170.4833843416,223.0000000000
113.0808931471,956.6381195193,170.5666960516,224.0000000000
142.6099164956,1049.1881064564,170.0409591342,225.0000000000
135.2257010574,1049.2385184320,167.0717804911,226.0000000000
402.1097045613,1063.8610025936,170.9233511070,227.0000000000
338.5408810830,1072.1547064236,170.6563499086,228.0000000000
114.4011735653,1109.1045729185,170.5047759922,229.0000000000
99.4452779513,11.6109668957,172.7779780494,230.0000000000
275.4728586181,247.8100685713,171.6839015906,231.0000000000
157.9587836291,308.1734330280,171.7996156677,232.0000000000
505.8889795056,360.4178805303,172.0984898606,233.0000000000
194.3272111059,380.7406221450,171.9595208782,234.0000000000
232.5530783948,421.7798587524,171.7689255261,235.0000000000
36.4493613116,481.0164949796,172.7375274553,236.0000000000
245.2699747717,491.9750352592,174.7741329451,237.0000000000
150.8502592305,506.9576933776,172.5311921360,238.0000000000
160.0503336669,557.1755755540,171.3027305218,239.0000000000
25.8564533998,573.1615854593,172.0805147026,240.0000000000
59.1103184563,585.3946968390,173.7572694777,241.0000000000
65.2303301087,587.2929608152,172.8102717391,242.0000000000
103.1952644521,590.6255319113,174.6610608048,243.0000000000
319.3411746516,600.4627822215,172.5120048927,244.0000000000
126.6482793886,609.3709299783,171.7588193845,245.0000000000
25.9422810958,613.7624050347,174.4967946838,246.0000000000
195.5333594315,616.5605204290,172.5574928175,247.0000000000
100.1719075071,622.9387467393,164.8341747556,248.0000000000
11.9516314523,648.6326844897,171.6516268112,249.0000000000
42.7111487675,651.7822256058,171.8549234768,250.0000000000
337.9609516776,675.2759027644,172.7815393916,251.0000000000
176.6402291871,694.3025901227,171.0738980514,252.0000000000
481.1421828440,694.0381317641,170.9231011890,253.0000000000
341.7575997294,700.8640553400,173.6934451848,254.0000000000
104.6076754118,718.5280533011,173.9712530329,255.0000000000
520.3854856432,727.0401956567,172.9264019903,256.0000000000
395.3505201709,779.8540411963,173.8551472903,257.0000000000
165.6843344094,827.6784354711,171.3154534861,258.0000000000
218.5035964650,852.2538399044,174.8066073649,259.0000000000
22.9972762250,858.2745987220,172.1257196450,260.0000000000
649.4572174606,857.3954226502,169.3261095244,261.0000000000
16.2133178582,886.6010509818,172.0791135718,262.0000000000
426.7597715135,887.6048013343,172.8611094095,263.0000000000
151.7163293655,897.6471759581,172.9685350721,264.0000000000
99.5458279274,906.8588768942,171.9685410144,265.0000000000
68.0381895468,957.8396889182,170.6487936299,266.0000000000
131.6141966139,983.5977166580,172.6704398028,267.0000000000
61.7105452621,1028.6627071885,172.9474478935,268.0000000000
246.4218708452,1080.1760660019,172.4144243959,269.0000000000
271.5220250799,146.3886524404,178.4364169660,270.0000000000
169.1315540449,194.0187740320,175.7880731220,271.0000000000
203.2885544270,288.5420951218,178.8922421578,272.0000000000
198.9113483298,427.8615909614,180.6571447930,273.0000000000
171.5999886024,507.0218877333,174.6258884615,274.0000000000
26.6991309713,528.8802209489,174.2705499196,275.0000000000
184.8117939512,534.4384085200,174.8220384137,276.0000000000
104.3153263756,563.3267736654,177.0202320619,277.0000000000
134.0332531881,577.5023897450,172.0448695241,278.0000000000
383.9129371074,581.4902134538,174.9170043058,279.0000000000
51.1948510747,597.8036173234,176.0001364722,280.0000000000
196.4479528506,644.9364944672,174.2427918485,281.0000000000
21.3432499941,683.4036674130,174.1633326998,282.0000000000
159.4139251585,685.9627871386,173.3404682661,283.0000000000
118.2296818182,692.2916966046,174.2352014117,284.0000000000
129.9851388033,694.5310002183,171.1816187064,285.0000000000
411.1126912224,703.3139776277,173.0511270113,286.0000000000
388.3559584266,713.9059078173,174.6282934034,287.0000000000
18.8286452403,717.3105101465,174.8551846799,288.0000000000
214.4544958478,726.2511158700,174.3864606589,289.0000000000
184.0751572318,775.0551976915,173.7743734809,290.0000000000
37.2824987080,798.6029518963,174.4878269358,291.0000000000
428.0657944985,834.4071177805,176.9887702051,292.0000000000
230.7757916260,839.1388984052,178.1509344763,293.0000000000
246.2590696449,847.7626667369,173.8845823863,294.0000000000
368.8310083978,857.7583728881,175.3507816908,295.0000000000
337.8531699334,858.5395557623,175.9552172318,296.0000000000
307.9814867895,876.2240195476,174.7976359665,297.0000000000
531.1403074350,885.0526202890,174.2641796275,298.0000000000
233.2031364779,887.4877504510,173.1342574746,299.0000000000
439.8783609580,888.1113333579,174.7869982854,300.0000000000
43.1313247511,939.9446988313,174.3994359196,301.0000000000
399.1095500761,949.8594379954,176.1228999165,302.0000000000
153.9495369788,1029.7384342710,171.3630352296,303.0000000000
249.9118000438,1063.1140165440,174.4182650662,304.0000000000
12.9250021487,1081.4556972497,173.7336818985,305.0000000000
547.6009175601,1092.4067445471,176.5329178769,306.0000000000
159.4703163095,1093.0454526498,174.2655748749,307.0000000000
91.1850164474,1125.1312993421,173.3428694843,308.0000000000
91.9619493146,1142.0278986292,173.9086131354,309.0000000000
457.0163907603,1154.4909672762,175.3571324409,310.0000000000
345.7897605783,1172.8360682041,172.5521078065,311.0000000000
572.3981618951,1197.6996031175,174.8534641647,312.0000000000
452.1387413374,204.7251509765,176.9291242912,313.0000000000
128.3850912067,223.6754942314,175.8966323667,314.0000000000
229.1139297117,231.7140229594,177.1678695642,315.0000000000
60.2024645992,255.7734548399,175.3057434782,316.0000000000
9.6732809668,282.4482151057,175.2580866062,317.0000000000
769.4219657718,287.9019532991,177.7876786554,318.0000000000
263.9501357732,339.3258977463,175.4252209558,319.0000000000
383.5212035936,345.4995091898,177.4030724214,320.0000000000
166.6002555166,346.9946832504,178.3205125625,321.0000000000
218.6553517306,353.8353398579,175.3355704698,322.0000000000
389.1486243919,376.0098529884,178.8303856528,323.0000000000
227.1151913472,388.0759108396,173.6111186105,324.0000000000
71.8097364298,414.7802359230,176.7430958744,325.0000000000
155.2674392680,419.0495961262,176.7073404865,326.0000000000
7.1363296546,421.6885588867,176.3895340783,327.0000000000
286.8327039297,465.4139201444,178.6549297074,328.0000000000
340.1749441433,469.6445183055,177.1825493387,329.0000000000
33.1715560136,471.7828881149,176.9605408650,330.0000000000
193.9830814363,479.5089214844,176.1570054084,331.0000000000
423.2780429776,481.6065024516,175.7935131186,332.0000000000
760.0965957902,506.1049596861,176.2496254014,333.0000000000
40.3338224213,525.3389632748,180.6611692880,334.0000000000
49.2699514698,527.2267816460,176.1627977699,335.0000000000
345.9575060290,539.8816711853,176.3804616468,336.0000000000
40.2577399495,553.9830468510,177.7798436249,337.0000000000
166.2125441829,577.8962257379,173.9160302734,338.0000000000
398.7653005823,593.8195129664,175.9508067120,339.0000000000
44.5858616722,597.0058420191,175.9241422752,340.0000000000
28.5600798420,629.3795115041,175.5255837912,341.0000000000
233.3710135643,630.1459863284,180.6894331364,342.0000000000
284.9730767996,645.2226028360,177.5059659405,343.0000000000
163.2125767836,654.9146744877,175.8089975329,344.0000000000
142.8109904462,656.3197274318,176.7921551478,345.0000000000
75.8373881730,667.0376889912,176.9658190845,346.0000000000
417.4405745359,674.0383159398,175.9472073571,347.0000000000
142.7517734046,680.7309350472,175.8963550384,348.0000000000
444.7578230881,682.3380931134,175.1184982401,349.0000000000
183.2019571086,684.4154784043,176.1243306894,350.0000000000
82.1995727259,692.5354570150,176.0289012447,351.0000000000
310.4365640265,750.7359684034,176.4916259587,352.0000000000
408.7290634962,753.0145704207,176.7921958018,353.0000000000
132.6273388635,776.3046573950,176.9790071936,354.0000000000
343.5499192574,789.9975332002,183.1624201796,355.0000000000
179.0468141320,798.7023888954,175.5811928510,356.0000000000
54.2378392648,800.5705956547,176.5053609782,357.0000000000
181.9263550072,820.1801152738,173.4159221902,358.0000000000
618.4564094257,875.4065543287,176.3149305797,359.0000000000
135.6372825456,917.7374234295,177.4273871994,360.0000000000
73.2916286045,920.0483306911,175.5064627162,361.0000000000
440.3158978849,933.1370390556,176.7756550254,362.0000000000
96.1691853344,974.4630417268,177.1675059201,363.0000000000
389.5181163442,1027.8401682055,177.1424548996,364.0000000000
314.9810732932,1042.9030331325,176.8006693440,365.0000000000
386.5591756164,1085.0931409772,177.1875229596,366.0000000000
499.6859342362,1191.6887243200,176.9002967651,367.0000000000
261.2081686618,233.7729217831,178.1744446979,368.0000000000
72.5780367614,246.5488815327,180.9288891551,369.0000000000
24.2135002846,316.4767188389,177.4692928964,370.0000000000
37.6578329371,324.4735784178,177.9266957820,371.0000000000
145.7891003223,355.8619131866,177.8953423697,372.0000000000
262.9470023173,359.1081148369,176.2406464775,373.0000000000
353.3636030633,359.7541703192,177.8709473251,374.0000000000
61.0928342697,370.5483033708,178.4814174589,375.0000000000
359.1564002281,373.2881238417,181.0645141581,376.0000000000
289.8886774744,394.6401023891,176.7667668888,377.0000000000
269.7595966787,412.7588342019,177.5392162059,378.0000000000
364.4165006737,440.4737266603,178.1012191209,379.0000000000
34.3543760874,447.7251652911,178.2462438347,380.0000000000
416.6567941049,452.8961003242,178.0154062093,381.0000000000
158.9394814508,473.0711860725,175.4708227979,382.0000000000
13.9799997686,473.5745886691,180.0425216774,383.0000000000
533.7863367827,495.5213240828,177.4937597993,384.0000000000
32.2875156430,502.3817807432,173.9594489139,385.0000000000
255.1768455119,507.2106422724,178.6621188565,386.0000000000
34.3224059573,513.3778239414,178.2791879673,387.0000000000
368.5553626137,535.4298505507,179.1876672315,388.0000000000
251.0003160787,545.3788091165,176.3762722448,389.0000000000
97.0427781572,547.2449859359,177.5068642204,390.0000000000
405.2269805105,556.9568702736,180.5442615658,391.0000000000
40.8123927987,563.8316317512,178.3132569558,392.0000000000
396.9387894652,566.5606693432,178.3478400514,393.0000000000
50.1856315465,572.5603128264,178.7737841486,394.0000000000
114.7129745580,588.3088506548,178.1570086865,395.0000000000
149.2181390374,590.7718104947,178.1758021390,396.0000000000
18.0435702521,591.5925350989,179.8588064575,397.0000000000
149.8719475601,596.7910670066,177.0444606296,398.0000000000
99.6581551110,601.3885357233,177.3106188875,399.0000000000
252.0088524893,610.9163127859,178.4288170014,400.0000000000
291.0425196699,623.0681224831,179.6192427502,401.0000000000
415.8769976933,667.4904686172,176.9614457413,402.0000000000
347.7750631974,676.4743504236,176.8708285401,403.0000000000
233.3511288410,677.5905640293,179.8966817931,404.0000000000
363.3105561367,708.7384838447,180.0011235084,405.0000000000
244.8721793748,713.1292212522,177.7390661783,406.0000000000
377.1203475810,732.1624303831,179.0906337171,407.0000000000
202.7980016544,757.4505253409,174.9073193506,408.0000000000
442.2839039498,766.2122234736,177.9733998337,409.0000000000
470.6984692022,774.1306854686,177.9299946966,410.0000000000
582.1009982538,779.9828593038,177.0859672660,411.0000000000
97.4243478410,788.5151164702,180.1721053683,412.0000000000
580.7424088553,803.4471435592,178.5422752774,413.0000000000
370.6267681827,812.5873849840,175.2535049803,414.0000000000
289.8479873438,832.2831420230,178.9493709349,415.0000000000
491.8181486811,845.5392201103,180.3456443113,416.0000000000
209.4536032940,849.1765633511,177.5341287338,417.0000000000
627.7613334383,858.8884854746,177.4378749485,418.0000000000
630.5421777827,865.5312666185,179.3947451373,419.0000000000
651.3265186015,866.6367067740,178.4598590469,420.0000000000
44.2709271861,869.2386991040,184.8944211309,421.0000000000
460.2697109278,876.7497340237,177.9192385777,422.0000000000
402.1906971081,879.8538869491,178.7110276385,423.0000000000
613.0685583623,910.0556253830,180.0200782249,424.0000000000
481.1254343250,980.7794811992,177.6408720001,425.0000000000
414.6234081005,1003.4513318314,178.2615645196,426.0000000000
164.0590850480,1045.8138913972,180.1439366091,427.0000000000
226.2173096153,1083.2851779560,178.6706683238,428.0000000000
442.0986564944,1096.1573386831,180.1898716553,429.0000000000
11.2661011132,1142.7732500499,178.5769019569,430.0000000000
429.9652465913,1166.4188712767,178.1441610637,431.0000000000
496.0071410649,1197.1619061035,177.4981621288,432.0000000000
325.2438668357,107.7453890847,179.7947963352,433.0000000000
460.7510878754,197.2462550287,180.8920165597,434.0000000000
270.8396252009,203.0132813576,180.0413637407,435.0000000000
78.3036601260,256.0356378571,177.8552665650,436.0000000000
611.9183694424,269.8791486348,179.5155988289,437.0000000000
98.1750714845,278.8790803044,179.5562171664,438.0000000000
12.6415086526,286.9756414581,179.4581026177,439.0000000000
226.5064960864,325.1188576253,180.3052360903,440.0000000000
187.9641279549,353.8357349505,180.3610042148,441.0000000000
6.2810702182,379.1487558012,179.8273792821,442.0000000000
502.8022511974,381.6100153007,187.1592454615,443.0000000000
171.3471068452,417.0771486270,180.5996456288,444.0000000000
217.6678749131,427.9838964559,180.0047255038,445.0000000000
159.7430009686,430.2928457242,181.7421495234,446.0000000000
185.1857382432,442.6318847281,179.5800170404,447.0000000000
156.3206812533,450.7897709102,184.4196285800,448.0000000000
304.1937289781,453.6284404093,180.5662083315,449.0000000000
296.0046714004,484.1062417455,177.7153406707,450.0000000000
451.4642581961,502.2065446345,180.7102628841,451.0000000000
231.3265112786,504.3836654733,180.9782439977,452.0000000000
164.9232074199,505.1784103091,180.6402708491,453.0000000000
214.3010074139,507.7425467454,181.0573510932,454.0000000000
138.0898021376,512.7531399544,180.9639293863,455.0000000000
228.2165521912,544.1710625650,179.7875455730,456.0000000000
290.2865926120,561.4679386953,180.2730241900,457.0000000000
377.8725778730,582.5699873998,179.7533568707,458.0000000000
180.3548712992,591.0600138682,180.1245613666,459.0000000000
485.0935013090,596.1852174402,180.1681289912,460.0000000000
138.4241573829,596.6536012802,179.5982994663,461.0000000000
164.1977875166,609.2809045751,179.9316919237,462.0000000000
398.9757226144,615.1921009632,179.4312677924,463.0000000000
297.4882155826,622.4595079342,179.3726947820,464.0000000000
101.7590827945,645.3683813907,181.6974451608,465.0000000000
126.5886104233,651.0193827384,179.3149834279,466.0000000000
512.2322037288,673.7336405435,180.0724614359,467.0000000000
351.3993856860,686.3396376063,180.9460229619,468.0000000000
237.3373881674,686.5855613276,179.0035868893,469.0000000000
424.1471201506,705.3358664856,180.3669874974,470.0000000000
160.0237025923,711.3004429155,181.6431640625,471.0000000000
155.2512533450,714.9901515482,179.7811151767,472.0000000000
157.4628595136,723.8681318352,180.3227596714,473.0000000000
188.8463491657,728.9428284359,179.6660224564,474.0000000000
292.4288189966,730.3611240990,180.1615373672,475.0000000000
73.5028713360,747.1793233301,179.3512024317,476.0000000000
382.4005719154,747.9825768849,180.3601874201,477.0000000000
397.1532902910,767.6105418188,180.6487606639,478.0000000000
440.6750308088,785.6700055405,180.3616460436,479.0000000000
364.9376921489,786.1690966809,179.5006796400,480.0000000000
591.2111679759,787.3839379841,180.4177101597,481.0000000000
570.7206778491,789.2840010138,180.1216655733,482.0000000000
120.9733350088,790.1196783111,179.4616458630,483.0000000000
247.0799578176,811.3051458235,177.0931707078,484.0000000000
978.5328722241,817.4416377095,185.0913484775,485.0000000000
10.0671180771,833.6092589721,179.3064244572,486.0000000000
160.9036662215,842.3473537442,180.2905383122,487.0000000000
648.8671088598,850.1933998723,180.6532826964,488.0000000000
497.1511010426,861.1006655446,179.7394973967,489.0000000000
319.9191458161,867.4204323102,179.7484278413,490.0000000000
260.6063396924,873.1407824184,184.4564287758,491.0000000000
253.6300966517,919.3991202106,182.8360496080,492.0000000000
299.9902851301,926.3295401487,182.5284014870,493.0000000000
46.3449446197,927.1707899949,182.0741990432,494.0000000000
36.9937651358,934.8038524870,180.2164032745,495.0000000000
82.7828795127,945.2606282233,181.9946350416,496.0000000000
